name;version OLD;version NEW;URL к репозиторию;alternative;dependency;комментарий
@babel/plugin-syntax-logical-assignment-operators;7.10.4;7.10.4;https://www.npmjs.com/package/%40babel%2Fplugin-syntax-logical-assignment-operators;npm install @babel/plugin-syntax-logical-assignment-operators@7.10.4;babel-preset-current-node-syntax;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@babel/plugin-syntax-nullish-coalescing-operator;7.8.3;7.8.3;https://www.npmjs.com/package/%40babel%2Fplugin-syntax-nullish-coalescing-operator;npm install @babel/plugin-syntax-nullish-coalescing-operator@7.8.3;babel-preset-current-node-syntax;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@babel/plugin-syntax-numeric-separator;7.10.4;7.10.4;https://www.npmjs.com/package/%40babel%2Fplugin-syntax-numeric-separator;npm install @babel/plugin-syntax-numeric-separator@7.10.4;babel-preset-current-node-syntax;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@babel/plugin-syntax-object-rest-spread;7.8.3;7.8.3;https://www.npmjs.com/package/%40babel%2Fplugin-syntax-object-rest-spread;npm install @babel/plugin-syntax-object-rest-spread@7.8.3;babel-preset-current-node-syntax;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@babel/plugin-syntax-optional-catch-binding;7.8.3;7.8.3;https://www.npmjs.com/package/%40babel%2Fplugin-syntax-optional-catch-binding;npm install @babel/plugin-syntax-optional-catch-binding@7.8.3;babel-preset-current-node-syntax;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@babel/plugin-syntax-optional-chaining;7.8.3;7.8.3;https://www.npmjs.com/package/%40babel%2Fplugin-syntax-optional-chaining;npm install @babel/plugin-syntax-optional-chaining@7.8.3;babel-preset-current-node-syntax;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@babel/plugin-syntax-private-property-in-object;7.14.5;7.14.5;https://www.npmjs.com/package/%40babel%2Fplugin-syntax-private-property-in-object;npm install @babel/plugin-syntax-private-property-in-object@7.14.5;babel-preset-current-node-syntax;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@babel/plugin-syntax-top-level-await;7.14.5;7.14.5;https://www.npmjs.com/package/%40babel%2Fplugin-syntax-top-level-await;npm install @babel/plugin-syntax-top-level-await@7.14.5;babel-preset-current-node-syntax;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@babel/plugin-syntax-typescript;7.29.7;7.29.7;https://www.npmjs.com/package/%40babel%2Fplugin-syntax-typescript;npm install @babel/plugin-syntax-typescript@7.29.7;jest-snapshot;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@babel/plugin-transform-arrow-functions;8.0.1;8.0.1;https://www.npmjs.com/package/%40babel%2Fplugin-transform-arrow-functions;npm install @babel/plugin-transform-arrow-functions@8.0.1;@babel/preset-env;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@babel/plugin-transform-async-generator-functions;8.0.1;8.0.1;https://www.npmjs.com/package/%40babel%2Fplugin-transform-async-generator-functions;npm install @babel/plugin-transform-async-generator-functions@8.0.1;@angular-devkit/build-angular, @babel/preset-env;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@babel/plugin-transform-async-to-generator;8.0.1;8.0.1;https://www.npmjs.com/package/%40babel%2Fplugin-transform-async-to-generator;npm install @babel/plugin-transform-async-to-generator@8.0.1;@angular-devkit/build-angular, @babel/preset-env;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@babel/plugin-transform-block-scoped-functions;8.0.1;8.0.1;https://www.npmjs.com/package/%40babel%2Fplugin-transform-block-scoped-functions;npm install @babel/plugin-transform-block-scoped-functions@8.0.1;@babel/preset-env;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@babel/plugin-transform-block-scoping;8.0.5;8.0.5;https://www.npmjs.com/package/%40babel%2Fplugin-transform-block-scoping;npm install @babel/plugin-transform-block-scoping@8.0.5;@babel/preset-env;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@babel/plugin-transform-class-properties;8.0.1;8.0.1;https://www.npmjs.com/package/%40babel%2Fplugin-transform-class-properties;npm install @babel/plugin-transform-class-properties@8.0.1;@babel/preset-env;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@babel/plugin-transform-class-static-block;8.0.5;8.0.5;https://www.npmjs.com/package/%40babel%2Fplugin-transform-class-static-block;npm install @babel/plugin-transform-class-static-block@8.0.5;@babel/preset-env;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@babel/plugin-transform-classes;8.0.5;8.0.5;https://www.npmjs.com/package/%40babel%2Fplugin-transform-classes;npm install @babel/plugin-transform-classes@8.0.5;@babel/preset-env;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@babel/plugin-transform-computed-properties;8.0.1;8.0.1;https://www.npmjs.com/package/%40babel%2Fplugin-transform-computed-properties;npm install @babel/plugin-transform-computed-properties@8.0.1;@babel/preset-env;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@babel/plugin-transform-destructuring;8.0.5;8.0.5;https://www.npmjs.com/package/%40babel%2Fplugin-transform-destructuring;npm install @babel/plugin-transform-destructuring@8.0.5;@babel/plugin-transform-explicit-resource-management, @babel/plugin-transform-object-rest-spread, @babel/preset-env;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@babel/plugin-transform-dotall-regex;8.0.1;8.0.1;https://www.npmjs.com/package/%40babel%2Fplugin-transform-dotall-regex;npm install @babel/plugin-transform-dotall-regex@8.0.1;@babel/preset-env, @babel/preset-modules;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@babel/plugin-transform-duplicate-keys;8.0.1;8.0.1;https://www.npmjs.com/package/%40babel%2Fplugin-transform-duplicate-keys;npm install @babel/plugin-transform-duplicate-keys@8.0.1;@babel/preset-env;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@babel/plugin-transform-duplicate-named-capturing-groups-regex;8.0.1;8.0.1;https://www.npmjs.com/package/%40babel%2Fplugin-transform-duplicate-named-capturing-groups-regex;npm install @babel/plugin-transform-duplicate-named-capturing-groups-regex@8.0.1;@babel/preset-env;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@babel/plugin-transform-dynamic-import;8.0.1;8.0.1;https://www.npmjs.com/package/%40babel%2Fplugin-transform-dynamic-import;npm install @babel/plugin-transform-dynamic-import@8.0.1;@babel/preset-env;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@babel/plugin-transform-explicit-resource-management;8.0.5;8.0.5;https://www.npmjs.com/package/%40babel%2Fplugin-transform-explicit-resource-management;npm install @babel/plugin-transform-explicit-resource-management@8.0.5;@babel/preset-env;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@babel/plugin-transform-exponentiation-operator;8.0.1;8.0.1;https://www.npmjs.com/package/%40babel%2Fplugin-transform-exponentiation-operator;npm install @babel/plugin-transform-exponentiation-operator@8.0.1;@babel/preset-env;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@babel/plugin-transform-export-namespace-from;8.0.1;8.0.1;https://www.npmjs.com/package/%40babel%2Fplugin-transform-export-namespace-from;npm install @babel/plugin-transform-export-namespace-from@8.0.1;@babel/preset-env;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@babel/plugin-transform-for-of;8.0.1;8.0.1;https://www.npmjs.com/package/%40babel%2Fplugin-transform-for-of;npm install @babel/plugin-transform-for-of@8.0.1;@babel/preset-env;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@babel/plugin-transform-function-name;8.0.1;8.0.1;https://www.npmjs.com/package/%40babel%2Fplugin-transform-function-name;npm install @babel/plugin-transform-function-name@8.0.1;@babel/preset-env;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
