name;version OLD;version NEW;URL к репозиторию;alternative;dependency;комментарий;Версия ПО (опросник);Статус
@types/express;4.17.25;4.17.25;https://www.npmjs.com/package/%40types%2Fexpress;npm install @types/express@4.17.25;@types/serve-index, webpack-dev-server;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;5.0.6;версия не совпадает
@types/express-serve-static-core;4.19.9;4.19.9;https://www.npmjs.com/package/%40types%2Fexpress-serve-static-core;npm install @types/express-serve-static-core@4.19.9;@types/connect-history-api-fallback, @types/express, webpack-dev-server;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;5.1.3;версия не совпадает
@types/gensync;1.0.5;1.0.5;https://www.npmjs.com/package/%40types%2Fgensync;npm install @types/gensync@1.0.5;@babel/core;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@types/jsesc;2.5.1;2.5.1;https://www.npmjs.com/package/%40types%2Fjsesc;npm install @types/jsesc@2.5.1;@babel/generator;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@types/less;3.0.8;3.0.8;https://www.npmjs.com/package/%40types%2Fless;npm install @types/less@3.0.8;less-loader;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@types/mime;1.3.5;1.3.5;https://www.npmjs.com/package/%40types%2Fmime;npm install @types/mime@1.3.5;@types/send;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;4.0.0;версия не совпадает
@types/node;22.20.2;22.20.2;https://www.npmjs.com/package/%40types%2Fnode;npm install @types/node@22.20.2;@jest/console, @jest/core, @jest/environment, @jest/environment-jsdom-abstract, @jest/fake-timers, @jest/pattern, @jest/reporters, @jest/types, @types/body-parser, @types/bonjour, @types/connect, @types/connect-history-api-fallback, @types/express-serve-static-core, @types/http-proxy, @types/jsdom, @types/send, @types/serve-static, @types/sockjs, @types/ws, jest-circus, jest-environment-node, jest-haste-map, jest-mock, jest-runner, jest-runtime, jest-util, jest-watcher, jest-worker;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;26.4.0;версия не совпадает
@types/retry;0.12.2;0.12.2;https://www.npmjs.com/package/%40types%2Fretry;npm install @types/retry@0.12.2;p-retry;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;0.12.5;версия не совпадает
@types/serve-static;1.15.10;1.15.10;https://www.npmjs.com/package/%40types%2Fserve-static;npm install @types/serve-static@1.15.10;@types/express, webpack-dev-server;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;2.2.0;версия не совпадает
@typescript-eslint/eslint-plugin;8.70.0;8.70.0;https://www.npmjs.com/package/%40typescript-eslint%2Feslint-plugin;npm install @typescript-eslint/eslint-plugin@8.70.0;typescript-eslint;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;8.69.0;версия не совпадает
@typescript-eslint/parser;8.70.0;8.70.0;https://www.npmjs.com/package/%40typescript-eslint%2Fparser;npm install @typescript-eslint/parser@8.70.0;typescript-eslint;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;8.69.0;версия не совпадает
@typescript-eslint/project-service;8.70.0;8.70.0;https://www.npmjs.com/package/%40typescript-eslint%2Fproject-service;npm install @typescript-eslint/project-service@8.70.0;@typescript-eslint/typescript-estree;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;8.69.0;версия не совпадает
@typescript-eslint/scope-manager;8.70.0;8.70.0;https://www.npmjs.com/package/%40typescript-eslint%2Fscope-manager;npm install @typescript-eslint/scope-manager@8.70.0;@typescript-eslint/eslint-plugin, @typescript-eslint/parser, @typescript-eslint/utils;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;8.69.0;версия не совпадает
@typescript-eslint/tsconfig-utils;8.70.0;8.70.0;https://www.npmjs.com/package/%40typescript-eslint%2Ftsconfig-utils;npm install @typescript-eslint/tsconfig-utils@8.70.0;@typescript-eslint/project-service, @typescript-eslint/typescript-estree;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;8.69.0;версия не совпадает
@typescript-eslint/type-utils;8.70.0;8.70.0;https://www.npmjs.com/package/%40typescript-eslint%2Ftype-utils;npm install @typescript-eslint/type-utils@8.70.0;@typescript-eslint/eslint-plugin;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;8.69.0;версия не совпадает
@typescript-eslint/types;8.70.0;8.70.0;https://www.npmjs.com/package/%40typescript-eslint%2Ftypes;npm install @typescript-eslint/types@8.70.0;@typescript-eslint/parser, @typescript-eslint/project-service, @typescript-eslint/scope-manager, @typescript-eslint/type-utils, @typescript-eslint/typescript-estree, @typescript-eslint/utils, @typescript-eslint/visitor-keys, angular-eslint;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;8.69.0;версия не совпадает
@typescript-eslint/typescript-estree;8.70.0;8.70.0;https://www.npmjs.com/package/%40typescript-eslint%2Ftypescript-estree;npm install @typescript-eslint/typescript-estree@8.70.0;@typescript-eslint/parser, @typescript-eslint/type-utils, @typescript-eslint/utils, typescript-eslint;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;8.69.0;версия не совпадает
@typescript-eslint/utils;8.70.0;8.70.0;https://www.npmjs.com/package/%40typescript-eslint%2Futils;npm install @typescript-eslint/utils@8.70.0;@typescript-eslint/eslint-plugin, @typescript-eslint/type-utils, angular-eslint, typescript-eslint;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;8.69.0;версия не совпадает
@typescript-eslint/visitor-keys;8.70.0;8.70.0;https://www.npmjs.com/package/%40typescript-eslint%2Fvisitor-keys;npm install @typescript-eslint/visitor-keys@8.70.0;@typescript-eslint/eslint-plugin, @typescript-eslint/parser, @typescript-eslint/scope-manager, @typescript-eslint/typescript-estree;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;8.69.0;версия не совпадает
@unrs/resolver-binding-android-arm-eabi;1.12.2;1.12.2;https://www.npmjs.com/package/%40unrs%2Fresolver-binding-android-arm-eabi;npm install @unrs/resolver-binding-android-arm-eabi@1.12.2;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@unrs/resolver-binding-android-arm64;1.12.2;1.12.2;https://www.npmjs.com/package/%40unrs%2Fresolver-binding-android-arm64;npm install @unrs/resolver-binding-android-arm64@1.12.2;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@unrs/resolver-binding-darwin-arm64;1.12.2;1.12.2;https://www.npmjs.com/package/%40unrs%2Fresolver-binding-darwin-arm64;npm install @unrs/resolver-binding-darwin-arm64@1.12.2;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@unrs/resolver-binding-darwin-x64;1.12.2;1.12.2;https://www.npmjs.com/package/%40unrs%2Fresolver-binding-darwin-x64;npm install @unrs/resolver-binding-darwin-x64@1.12.2;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@unrs/resolver-binding-freebsd-x64;1.12.2;1.12.2;https://www.npmjs.com/package/%40unrs%2Fresolver-binding-freebsd-x64;npm install @unrs/resolver-binding-freebsd-x64@1.12.2;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@unrs/resolver-binding-linux-arm-gnueabihf;1.12.2;1.12.2;https://www.npmjs.com/package/%40unrs%2Fresolver-binding-linux-arm-gnueabihf;npm install @unrs/resolver-binding-linux-arm-gnueabihf@1.12.2;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@unrs/resolver-binding-linux-arm-musleabihf;1.12.2;1.12.2;https://www.npmjs.com/package/%40unrs%2Fresolver-binding-linux-arm-musleabihf;npm install @unrs/resolver-binding-linux-arm-musleabihf@1.12.2;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@unrs/resolver-binding-linux-arm64-gnu;1.12.2;1.12.2;https://www.npmjs.com/package/%40unrs%2Fresolver-binding-linux-arm64-gnu;npm install @unrs/resolver-binding-linux-arm64-gnu@1.12.2;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@unrs/resolver-binding-linux-arm64-musl;1.12.2;1.12.2;https://www.npmjs.com/package/%40unrs%2Fresolver-binding-linux-arm64-musl;npm install @unrs/resolver-binding-linux-arm64-musl@1.12.2;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@unrs/resolver-binding-linux-loong64-gnu;1.12.2;1.12.2;https://www.npmjs.com/package/%40unrs%2Fresolver-binding-linux-loong64-gnu;npm install @unrs/resolver-binding-linux-loong64-gnu@1.12.2;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@unrs/resolver-binding-linux-loong64-musl;1.12.2;1.12.2;https://www.npmjs.com/package/%40unrs%2Fresolver-binding-linux-loong64-musl;npm install @unrs/resolver-binding-linux-loong64-musl@1.12.2;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@unrs/resolver-binding-linux-ppc64-gnu;1.12.2;1.12.2;https://www.npmjs.com/package/%40unrs%2Fresolver-binding-linux-ppc64-gnu;npm install @unrs/resolver-binding-linux-ppc64-gnu@1.12.2;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@unrs/resolver-binding-linux-riscv64-gnu;1.12.2;1.12.2;https://www.npmjs.com/package/%40unrs%2Fresolver-binding-linux-riscv64-gnu;npm install @unrs/resolver-binding-linux-riscv64-gnu@1.12.2;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@unrs/resolver-binding-linux-riscv64-musl;1.12.2;1.12.2;https://www.npmjs.com/package/%40unrs%2Fresolver-binding-linux-riscv64-musl;npm install @unrs/resolver-binding-linux-riscv64-musl@1.12.2;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@unrs/resolver-binding-linux-s390x-gnu;1.12.2;1.12.2;https://www.npmjs.com/package/%40unrs%2Fresolver-binding-linux-s390x-gnu;npm install @unrs/resolver-binding-linux-s390x-gnu@1.12.2;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@unrs/resolver-binding-linux-x64-gnu;1.12.2;1.12.2;https://www.npmjs.com/package/%40unrs%2Fresolver-binding-linux-x64-gnu;npm install @unrs/resolver-binding-linux-x64-gnu@1.12.2;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@unrs/resolver-binding-linux-x64-musl;1.12.2;1.12.2;https://www.npmjs.com/package/%40unrs%2Fresolver-binding-linux-x64-musl;npm install @unrs/resolver-binding-linux-x64-musl@1.12.2;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@unrs/resolver-binding-openharmony-arm64;1.12.2;1.12.2;https://www.npmjs.com/package/%40unrs%2Fresolver-binding-openharmony-arm64;npm install @unrs/resolver-binding-openharmony-arm64@1.12.2;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@unrs/resolver-binding-wasm32-wasi;1.12.2;1.12.2;https://www.npmjs.com/package/%40unrs%2Fresolver-binding-wasm32-wasi;npm install @unrs/resolver-binding-wasm32-wasi@1.12.2;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@unrs/resolver-binding-win32-arm64-msvc;1.12.2;1.12.2;https://www.npmjs.com/package/%40unrs%2Fresolver-binding-win32-arm64-msvc;npm install @unrs/resolver-binding-win32-arm64-msvc@1.12.2;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@unrs/resolver-binding-win32-ia32-msvc;1.12.2;1.12.2;https://www.npmjs.com/package/%40unrs%2Fresolver-binding-win32-ia32-msvc;npm install @unrs/resolver-binding-win32-ia32-msvc@1.12.2;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@unrs/resolver-binding-win32-x64-msvc;1.12.2;1.12.2;https://www.npmjs.com/package/%40unrs%2Fresolver-binding-win32-x64-msvc;npm install @unrs/resolver-binding-win32-x64-msvc@1.12.2;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@webassemblyjs/floating-point-hex-parser;1.13.2;1.13.2;https://www.npmjs.com/package/%40webassemblyjs%2Ffloating-point-hex-parser;npm install @webassemblyjs/floating-point-hex-parser@1.13.2;@webassemblyjs/helper-numbers;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;1.14.1;версия не совпадает
@webassemblyjs/helper-api-error;1.13.2;1.13.2;https://www.npmjs.com/package/%40webassemblyjs%2Fhelper-api-error;npm install @webassemblyjs/helper-api-error@1.13.2;@webassemblyjs/helper-numbers, @webassemblyjs/wasm-parser;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;1.14.1;версия не совпадает
@webassemblyjs/helper-numbers;1.13.2;1.13.2;https://www.npmjs.com/package/%40webassemblyjs%2Fhelper-numbers;npm install @webassemblyjs/helper-numbers@1.13.2;@webassemblyjs/ast;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;1.14.1;версия не совпадает
@webassemblyjs/helper-wasm-bytecode;1.13.2;1.13.2;https://www.npmjs.com/package/%40webassemblyjs%2Fhelper-wasm-bytecode;npm install @webassemblyjs/helper-wasm-bytecode@1.13.2;@webassemblyjs/ast, @webassemblyjs/helper-wasm-section, @webassemblyjs/wasm-edit, @webassemblyjs/wasm-gen, @webassemblyjs/wasm-parser;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;1.14.1;версия не совпадает
@webassemblyjs/ieee754;1.13.2;1.13.2;https://www.npmjs.com/package/%40webassemblyjs%2Fieee754;npm install @webassemblyjs/ieee754@1.13.2;@webassemblyjs/wasm-gen, @webassemblyjs/wasm-parser;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;1.14.1;версия не совпадает
@webassemblyjs/leb128;1.13.2;1.13.2;https://www.npmjs.com/package/%40webassemblyjs%2Fleb128;npm install @webassemblyjs/leb128@1.13.2;@webassemblyjs/wasm-gen, @webassemblyjs/wasm-parser;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;1.14.1;версия не совпадает
@webassemblyjs/utf8;1.13.2;1.13.2;https://www.npmjs.com/package/%40webassemblyjs%2Futf8;npm install @webassemblyjs/utf8@1.13.2;@webassemblyjs/wasm-gen, @webassemblyjs/wasm-parser;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;1.14.1;версия не совпадает
accepts;2.0.0;2.0.0;https://www.npmjs.com/package/accepts;npm install accepts@2.0.0;express, serve-index;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;1.3.8;версия не совпадает
adjust-sourcemap-loader;4.0.0;4.0.0;https://www.npmjs.com/package/adjust-sourcemap-loader;npm install adjust-sourcemap-loader@4.0.0;resolve-url-loader;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;5.0.0;версия не совпадает
adm-zip;0.6.0;0.6.0;https://www.npmjs.com/package/adm-zip;npm install adm-zip@0.6.0;@module-federation/dts-plugin;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
ansi-styles;6.2.3;6.2.3;https://www.npmjs.com/package/ansi-styles;npm install ansi-styles@6.2.3;chalk, pretty-format, slice-ansi, wrap-ansi, wrap-ansi-cjs;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;7.0.0;версия не совпадает
argparse;1.0.10;1.0.10;https://www.npmjs.com/package/argparse;npm install argparse@1.0.10;js-yaml;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;3.0.1;версия не совпадает
array-flatten;1.1.1;1.1.1;https://www.npmjs.com/package/array-flatten;npm install array-flatten@1.1.1;express;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;3.0.0;версия не совпадает
asn1js;3.0.10;3.0.10;https://www.npmjs.com/package/asn1js;npm install asn1js@3.0.10;@peculiar/asn1-cms, @peculiar/asn1-csr, @peculiar/asn1-ecc, @peculiar/asn1-pfx, @peculiar/asn1-pkcs8, @peculiar/asn1-pkcs9, @peculiar/asn1-rsa, @peculiar/asn1-schema, @peculiar/asn1-x509, @peculiar/asn1-x509-attr, pkijs;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
baseline-browser-mapping;2.11.22;2.11.22;https://www.npmjs.com/package/baseline-browser-mapping;npm install baseline-browser-mapping@2.11.22;browserslist;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;2.11.20;версия не совпадает
beasties;0.4.3;0.4.3;https://www.npmjs.com/package/beasties;npm install beasties@0.4.3;@angular/build;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
bidi-js;1.1.0;1.1.0;https://www.npmjs.com/package/bidi-js;npm install bidi-js@1.1.0;@asamuzakjp/dom-selector;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
big.js;5.2.2;5.2.2;https://www.npmjs.com/package/big.js;npm install big.js@5.2.2;loader-utils;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;7.0.1;версия не совпадает
binary-extensions;2.3.0;2.3.0;https://www.npmjs.com/package/binary-extensions;npm install binary-extensions@2.3.0;is-binary-path;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;3.1.0;версия не совпадает
boolbase;1.0.0;1.0.0;https://www.npmjs.com/package/boolbase;npm install boolbase@1.0.0;css-select, nth-check;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;2.0.0;версия не совпадает
browserslist;4.28.9;4.28.9;https://www.npmjs.com/package/browserslist;npm install browserslist@4.28.9;@angular-devkit/build-angular, @angular/build, @babel/helper-compilation-targets, autoprefixer, core-js-compat, webpack;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;4.28.8;версия не совпадает
bytestreamjs;2.0.1;2.0.1;https://www.npmjs.com/package/bytestreamjs;npm install bytestreamjs@2.0.1;pkijs;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
cacheable;2.5.0;2.5.0;https://www.npmjs.com/package/cacheable;npm install cacheable@2.5.0;flat-cache;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
callsites;3.1.0;3.1.0;https://www.npmjs.com/package/callsites;npm install callsites@3.1.0;@jest/source-map, parent-module;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;4.2.0;версия не совпадает
camelcase;5.3.1;5.3.1;https://www.npmjs.com/package/camelcase;npm install camelcase@5.3.1;@istanbuljs/load-nyc-config, jest-validate;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;9.0.0;версия не совпадает
chalk;5.6.2;5.6.2;https://www.npmjs.com/package/chalk;npm install chalk@5.6.2;@angular-architects/module-federation, @jest/console, @jest/core, @jest/reporters, @jest/snapshot-utils, @jest/transform, @jest/types, @softarc/native-federation, babel-jest, jest-circus, jest-cli, jest-config, jest-diff, jest-each, jest-matcher-utils, jest-message-util, jest-resolve, jest-runner, jest-runtime, jest-snapshot, jest-util, jest-validate, jest-watcher, ora;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;6.0.0;версия не совпадает
char-regex;1.0.2;1.0.2;https://www.npmjs.com/package/char-regex;npm install char-regex@1.0.2;string-length;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;2.0.2;версия не совпадает
cjs-module-lexer;1.4.3;1.4.3;https://www.npmjs.com/package/cjs-module-lexer;npm install cjs-module-lexer@1.4.3;@chialab/estransform, jest-runtime;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;2.2.1;версия не совпадает
cli-truncate;6.1.1;6.1.1;https://www.npmjs.com/package/cli-truncate;npm install cli-truncate@6.1.1;listr2;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
color-convert;2.0.1;2.0.1;https://www.npmjs.com/package/color-convert;npm install color-convert@2.0.1;ansi-styles;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;3.1.3;версия не совпадает
color-name;1.1.4;1.1.4;https://www.npmjs.com/package/color-name;npm install color-name@1.1.4;color-convert;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;2.1.1;версия не совпадает
commander;11.1.0;11.1.0;https://www.npmjs.com/package/commander;npm install commander@11.1.0;@module-federation/cli, terser;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;15.0.0;версия не совпадает
content-disposition;1.1.0;1.1.0;https://www.npmjs.com/package/content-disposition;npm install content-disposition@1.1.0;express;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;3.0.0;версия не совпадает
content-type;1.0.5;1.0.5;https://www.npmjs.com/package/content-type;npm install content-type@1.0.5;@modelcontextprotocol/sdk, body-parser, express, negotiator, type-is;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;3.0.0;версия не совпадает
convert-source-map;1.9.0;1.9.0;https://www.npmjs.com/package/convert-source-map;npm install convert-source-map@1.9.0;@angular/compiler-cli, @babel/core, @jest/source-map, @jest/transform, resolve-url-loader, v8-to-istanbul;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;2.0.0;версия не совпадает
cookie;0.7.2;0.7.2;https://www.npmjs.com/package/cookie;npm install cookie@0.7.2;express;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;2.0.1;версия не совпадает
copy-anything;3.0.5;3.0.5;https://www.npmjs.com/package/copy-anything;npm install copy-anything@3.0.5;less;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;4.1.0;версия не совпадает
cors;2.8.6;2.8.6;https://www.npmjs.com/package/cors;npm install cors@2.8.6;@modelcontextprotocol/sdk;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
cosmiconfig;9.0.2;9.0.2;https://www.npmjs.com/package/cosmiconfig;npm install cosmiconfig@9.0.2;postcss-loader;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;10.0.1;версия не совпадает
css-loader;7.1.4;7.1.4;https://www.npmjs.com/package/css-loader;npm install css-loader@7.1.4;@angular-devkit/build-angular;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;7.1.5;версия не совпадает
css-select;6.0.0;6.0.0;https://www.npmjs.com/package/css-select;npm install css-select@6.0.0;beasties;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;7.0.0;версия не совпадает
css-tree;3.2.1;3.2.1;https://www.npmjs.com/package/css-tree;npm install css-tree@3.2.1;@asamuzakjp/dom-selector, @bramus/specificity, jsdom;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
