name;version OLD;version NEW;URL к репозиторию;alternative;dependency;комментарий;Версия ПО (опросник);Статус
@peculiar/x509;1.14.3;1.14.3;https://www.npmjs.com/package/%40peculiar%2Fx509;npm install @peculiar/x509@1.14.3;selfsigned;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@pkgr/core;0.3.6;0.3.6;https://www.npmjs.com/package/%40pkgr%2Fcore;npm install @pkgr/core@0.3.6;synckit;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@rolldown/binding-android-arm64;1.2.0;1.2.0;https://www.npmjs.com/package/%40rolldown%2Fbinding-android-arm64;npm install @rolldown/binding-android-arm64@1.2.0;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@rolldown/binding-darwin-arm64;1.2.0;1.2.0;https://www.npmjs.com/package/%40rolldown%2Fbinding-darwin-arm64;npm install @rolldown/binding-darwin-arm64@1.2.0;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@rolldown/binding-darwin-x64;1.2.0;1.2.0;https://www.npmjs.com/package/%40rolldown%2Fbinding-darwin-x64;npm install @rolldown/binding-darwin-x64@1.2.0;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@rolldown/binding-freebsd-x64;1.2.0;1.2.0;https://www.npmjs.com/package/%40rolldown%2Fbinding-freebsd-x64;npm install @rolldown/binding-freebsd-x64@1.2.0;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@rolldown/binding-linux-arm-gnueabihf;1.2.0;1.2.0;https://www.npmjs.com/package/%40rolldown%2Fbinding-linux-arm-gnueabihf;npm install @rolldown/binding-linux-arm-gnueabihf@1.2.0;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@rolldown/binding-linux-arm64-gnu;1.2.0;1.2.0;https://www.npmjs.com/package/%40rolldown%2Fbinding-linux-arm64-gnu;npm install @rolldown/binding-linux-arm64-gnu@1.2.0;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@rolldown/binding-linux-arm64-musl;1.2.0;1.2.0;https://www.npmjs.com/package/%40rolldown%2Fbinding-linux-arm64-musl;npm install @rolldown/binding-linux-arm64-musl@1.2.0;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@rolldown/binding-linux-ppc64-gnu;1.2.0;1.2.0;https://www.npmjs.com/package/%40rolldown%2Fbinding-linux-ppc64-gnu;npm install @rolldown/binding-linux-ppc64-gnu@1.2.0;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@rolldown/binding-linux-s390x-gnu;1.2.0;1.2.0;https://www.npmjs.com/package/%40rolldown%2Fbinding-linux-s390x-gnu;npm install @rolldown/binding-linux-s390x-gnu@1.2.0;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
@rolldown/binding-linux-x64-gnu;1.2.0;1.2.0;https://www.npmjs.com/package/%40rolldown%2Fbinding-linux-x64-gnu;npm install @rolldown/binding-linux-x64-gnu@1.2.0;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
